Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type,Rep,CSR,Qty of Items, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Freight Comment
493840,43836,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,11.59,0,FEDEXG,FedEx Ground,1PW,Park Ridge,IL,USE FED/X 124454549
493841,43836,"SOUTH DADE LIGHTING, INC.",SOUTH,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,LNUP,Verenis Cervantes,3,0,12.08,FEDEXG,FedEx Ground,1PW,Miami,FL,
493842,43836,STANDARD ELECTRIC - WILMINGTON,STANWIL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,4,365,56.77,FEDEXPO,FedEx Priority Overnight,1PW,Woburn,MA,
493843,43836,INDUSTRIAL DEPOT,INDUGAI,HARD,HARDWARE STORE,CHES,Verenis Cervantes,4,1141,0,UPSG,UPS Ground,1PW,Gainesville,GA,
493844,43836,GFC LIGHTING WHOLESALER,GFCLVAL,DEST,DESIGN STUDIO,METR,Verenis Cervantes,5,24019.24,187.5,TK-JPEXPRESS,J P EXPRESS,1PW,Valley Cottage,NY,
493845,43836,FABIAN ALVAREZ,FALV,REP,CURRENT REP,REP,Dee Erdei,3,0,0,FEDEXG,FedEx Ground,1PW,City of Industry,CA,DO NOT CHARGE FREIGHT
493846,43836,JESCO LIGHTING GROUP,DALLAS,JESC,JESCO HOUSE ACCOUNT,HSLA,Maria Hernandez,4,0,0,FEDEXSO,FedEx Standard Overnight,1PW,Dallas,TX,DO NOT CHARGE FREIGHT
493847,43836,"SILVER STAR INDUSTRIES, INC",SILVNOR,CABI,CABINET / WOOD MAKER,FALV,Dee Erdei,1,93.6,0,UPSG,UPS Ground,1PW,Philadelphia,PA,UPS # 3F89R3
493848,43836,REGENCY ARCHITECTURAL LIGHTING,REGENCY,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,4,156.9,10.9,FEDEXG,FedEx Ground,1PW,Plainview,NY,
493849,43836,"VIACON, INC.",VIACSTO,DEST,DESIGN STUDIO,HSNY,Verenis Cervantes,3,580.7,13.82,FEDEXG,FedEx Ground,1PW,Stockbridge,GA,
493850,43836,GRAYBAR - EUGENE,GRAYEUG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,7,2617.9,21.87,FEDEXG,FedEx Ground,2LA,Springfield,OR,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
493852,43836,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,6.5,0,FEDEXG,FedEx Ground,2LA,Moulton,TX,FEDEX Account #312721961
493853,43836,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,7.9,0,FEDEXG,FedEx Ground,2LA,Hubertus,WI,FEDEX Account #312721961
493854,43836,"GRAYBAR - PORTLAND, OR",GRAPORT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,2,206.9,0,UPSG,UPS Ground,2LA,Portland,OR,USE UPS ACCT#9769V8
493855,43836,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,60.95,16.02,FEDEXG,FedEx Ground,2LA,Etters,PA,
493856,43836,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,365.7,21.16,FEDEXG,FedEx Ground,2LA,New York,NY,
493857,43836,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,35.78,0,UPSG,UPS Ground,2LA,Central,AZ,USE UPS ACCT#T3301T
493858,43836,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,35.04,0,FEDEXH,FedEx Home Delivery,2LA,Burlingame,CA,USE FEDEX ACCT# 876058081   LIGHTHOUSE
493859,43836,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,4.39,0,UPSN,UPS Next Day Air,2LA,New York,NY,USE UPS ACCT#T3301T
493860,43836,GEXPRO - ROCKFORD,GEXPROC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,VERT,Gabriel O'Reilly,1,150,0,UPSN,UPS Next Day Air,2LA,Sterling,IL,USE UPS ACCT# 618430
493861,43836,"VISION WOODWORKING, INC.",VISIFRI,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,170.55,0,FEDEXG,FedEx Ground,2LA,Minneapolis,MN,FED EX # 1809-9835-7
493862,43836,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,1,47,11.73,FEDEXG,FedEx Ground,2LA,Las Vegas,NV,
493863,43836,CITY LIGHTING PROD - ST LOUIS,CITYLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,GATE,Veronica Garcia,1,2280,116.23,FEDEXG,FedEx Ground,2LA,Saint Louis,MO,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
493864,43836,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,70.09,0,FEDEXG,FedEx Ground,2LA,Pawtucket,RI,USE FED/X 124454549
493865,43837,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,145,0,DELIVERY,Delivery,1PW,Woodside,NY,
493866,43837,ECO ELECTRICAL SERVICES LLC,ECOENYO,CONT,CONTRACTOR / ELECTRICAL,NYCS,Edwin Ma,10,233.52,0,DELIVERY,Delivery,1PW,New York,NY,
493867,43837,FLUSHING LTG & SUPPLY,FLUSH,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,6,257.25,0,DELIVERY,Delivery,1PW,Flushing,NY,
493868,43837,NEW LIGHTING STUDIO II INC.,LSTUNYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,4,481.5,0,DELIVERY,Delivery,1PW,New York,NY,
493869,43837,MEGA VISION INC.,MEGABRO,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,AYIN,Edwin Ma,7,891,0,DELIVERY,Delivery,1PW,Brooklyn,NY,
493870,43837,CHUANG YE ELECTRICAL SUPPLY,CHUANG,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,AYIN,Edwin Ma,1,41.23,0,DELIVERY,Delivery,1PW,New York,NY,
493871,43837,NORTHSTAR FURNITURE CORP,MAXSNEW,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,3,441,0,DELIVERY,Delivery,1PW,New York,NY,
493872,43837,ALADDIN LIGHTING,ALADNYO,RETL,RETAILER - NOT DEPT STORE OR HOME CENTER,AYIN,Edwin Ma,7,638.6,0,DELIVERY,Delivery,1PW,New York,NY,
493873,43837,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,5,445.5,0,DELIVERY,Delivery,1PW,New York,NY,
493874,43837,COLLEGE POINT ELECTRICAL,COLLFLU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,240,0,DELIVERY,Delivery,1PW,Flushing,NY,
493875,43837,LT LIGHTING LLC,LTLIAST,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,AYIN,Edwin Ma,2,380,0,PICKUP,Pick Up,1PW,Astoria,NY,
493876,43837,GOODMART ELECTRICAL SUPPLY,GDMAEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,METR,Verenis Cervantes,1,107.4,12.21,FEDEXG,FedEx Ground,1PW,Jersey City,NJ,
493877,43837,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,26.68,0,FEDEXG,FedEx Ground,1PW,New York,NY,USE FED/X 124454549
493878,43837,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,2,75.75,11.73,FEDEXG,FedEx Ground,1PW,Boston,MA,
493879,43837,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,3.49,0,UPSG,UPS Ground,1PW,New York,NY,USE UPS ACCT#T3301T
493880,43837,COOPER ELECTRIC - L.I. CITY,COOPLIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,2,591.3,28.5,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
493881,43837,GRAYBAR - MONTGOMERY,GRAYMON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HHPL,Gabriel O'Reilly,7,486,0,UPSG,UPS Ground,1PW,Montgomery,AL,USE UPS ACCT# 9769V8
493882,43837,ARTCO GROUP,ARTCO,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,2,3090,0,UPSG,UPS Ground,1PW,Miami,FL,UPS ACCT # FW6879
493883,43837,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,1,176,41.25,FEDEXG,FedEx Ground,1PW,Nashville,TN,
493884,43837,CHIPPENHOOK CORPORATION,CHIPHO,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,JGDI,Dee Erdei,4,4775,22,TRUCKING,Yunda Express,1PW,SHENZHEN,GD,
493885,43837,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,68.93,0,UPSG,UPS Ground,1PW,Groveport,OH,UPS ACCT# 1Y750E
493886,43837,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,36,0,UPSG,UPS Ground,1PW,Rialto,CA,UPS ACCT# 1Y750E
493887,43837,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,45.6,0,UPSG,UPS Ground,1PW,Carlisle,PA,UPS ACCT# 1Y750E
493888,43837,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,65.65,0,UPSG,UPS Ground,1PW,Hazleton,PA,UPS ACCT# 1Y750E
493889,43837,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,1PW,New York,NY,DO NOT CHARGE FREIGHT
493890,43837,"WEST MARINE PRODUCTS, INC.",WESTALA,RETL,RETAILER - NOT DEPT STORE OR HOME CENTER,FALV,Dee Erdei,4,597.54,39.25,FEDEXG,FedEx Ground,1PW,Saint Petersburg,FL,
493891,43837,GFC LIGHTING WHOLESALER,GFCLVAL,DEST,DESIGN STUDIO,METR,Verenis Cervantes,3,1960.34,29.42,FEDEXG,FedEx Ground,1PW,Valley Cottage,NY,
493899,43837,WALTERS WHOLESALE,WALTER,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,130,0,PICKUP,Pick Up,2LA,Lake Forest,CA,
493900,43837,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,1,119.8,16.01,FEDEXG,FedEx Ground,1PW,Methuen,MA,
493901,43837,WOLFERS LIGHTING INC,WOLFALL,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,ESSL,Verenis Cervantes,4,3779.4,120.02,FEDEXG,FedEx Ground,1PW,Waltham,MA,
493902,43837,LUPARELLO & SONS LIGHTING CORP,LUPARE,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,7,1197,107.4,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
493903,43837,FSG LIGHTING - DALLAS,FSGLDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,97.15,14.76,FEDEXG,FedEx Ground,1PW,Irving,TX,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
493904,43837,FSG LIGHTING - DALLAS,FSGLDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,784.6,57.24,FEDEXG,FedEx Ground,1PW,Irving,TX,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
493906,43837,WARSHAUER - TINTON FALLS,WARSTIN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,3,701.9,0,DELIVERY,Delivery,1PW,,NJ,
493907,43837,BENFIELD ELEC SUPPLY-MT VERNON,BENFMVE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,4,1096.98,169.95,FEDEXG,FedEx Ground,1PW,Sloatsburg,NY,
493908,43837,"JAHABOW, LLC",JAHAOWE,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,2,121.46,54.63,FEDEX2,FedEx 2Day,1PW,Owensville,MO,
493909,43837,BRODWAX LIGHTING,BDWLTG,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,VCER,Verenis Cervantes,1,5,0,UPSG,UPS Ground,1PW,Minneapolis,MN,SHIP VIA UPS ACCT# 5X6-190
493910,43837,"VERSATEK ENTERPRISES,LLC",VERSLIT,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,777.6,0,FEDEXG,FedEx Ground,2LA,Lititz,PA,DO NOT CHARGE FREIGHT
493911,43837,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,13.5,0,FEDEXG,FedEx Ground,2LA,Alhambra,CA,USE FED/X 124454549
493912,43837,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,94.4,13.18,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,
493913,43837,REXEL CAPITOL LIGHT,CAPITO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,METR,Dee Erdei,1,205,14.97,FEDEXG,FedEx Ground,2LA,San Francisco,CA,
493914,43837,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,43.76,16.02,FEDEXG,FedEx Ground,2LA,Roswell,GA,
493915,43837,NEDCO SUPPLY,NEDCO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,RASL,Veronica Garcia,1,74.95,0,UPSG,UPS Ground,2LA,LAS VEGAS,NV,USE UPS ACCT#796143
493916,43837,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,419.8,0,FEDEXG,FedEx Ground,1PW,Tampa,FL,USE FED/X 124454549
493917,43837,CHESTER SOKOLOWSKI,CHES,REP,CURRENT REP,REP,Manny Estevez,2,0,0,FEDEXG,FedEx Ground,1PW,Punta Gorda,FL,DO NOT CHARGE FREIGHT
493918,43837,GRAYBAR - EUGENE,GRAYEUG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,3,963.1,16.02,FEDEXG,FedEx Ground,1PW,Springfield,OR,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
493919,43837,SHEPHERD ELECTRIC - BALTIMORE,SHEPH,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,7,4292.4,43.5,FEDEXG,FedEx Ground,1PW,Rosedale,MD,
493920,43837,FSG LIGHTING - IRVING,FSGLIRV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,7,367.85,27.15,FEDEXG,FedEx Ground,2LA,Irving,TX,
493921,43837,SPARKS CUSTOM RETAIL LLC,SPARLVE,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,10,619.13,0,UPSG,UPS Ground,1PW,North Las Vegas,NV,UPS ACCT. # 6V901R
493922,43837,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,89.4,0,UPSG,UPS Ground,2LA,Carrollton,TX,USE UPS# 535W4E
493923,43837,H & H PRESCOTT LIGHTING,HHPRBIR,REP,CURRENT REP,SGRO,Verenis Cervantes,4,214.48,21.43,FEDEXG,FedEx Ground,1PW,Highlands,NC,
493924,43837,SPARK LIGHTING CORP,SPARBRO,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,5,455.01,13.14,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
493925,43837,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,1,39.2,0,UPSSC,UPS Standard To Canada,1PW,TORONTO,ON,USE UPS ACCT# R-40674
493926,43837,"JESCO LIGHTING GROUP, LLC",JESCO,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,12,0,0,FEDEXG,FedEx Ground,1PW,Orlando,FL,DO NOT CHARGE FREIGHT
493927,43837,FSG LIGHTING - DALLAS,FSGLDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,280,0,UPSN,UPS Next Day Air,1PW,Stephenville,TX,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
493928,43837,KENDALL ELECTRIC-GRAND RAPIDS,KENELI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MLSW,Verenis Cervantes,5,1951.85,42.38,FEDEXG,FedEx Ground,1PW,Byron Center,MI,
493929,43837,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,2,37.78,0,FEDEXH,FedEx Home Delivery,1PW,Katy,TX,USE FEDEX ACCT# 876058081   LIGHTHOUSE
493930,43837,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,1,31,12.05,FEDEXG,FedEx Ground,2LA,Las Vegas,NV,
493931,43837,SPARK LIGHTING CORP,SPARBRO,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,518.4,21.16,FEDEXG,FedEx Ground,2LA,Brooklyn,NY,
493932,43837,GREENVALE ELECTRIC SUPPLY,GREEGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,77.6,27.8,FEDEXES,FedEx Express Saver,2LA,Plainview,NY,
493933,43837,H&M DISTRIBUTORS INC,H&MDBOU,DIST,LIGHTING DISTRIBUTOR,RASL,Veronica Garcia,3,220.2,0,UPSG,UPS Ground,2LA,Henderson,NV,USE UPS ACCT#79XW22
493934,43837,LIGHTING SUPERSTORE,LSUPPAR,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,PBLD,Edwin Ma,2,134.75,11.52,FEDEXG,FedEx Ground,2LA,La Mirada,CA,
493935,43837,HOUZZ INC.,HOUZPAL,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,95.28,0,FEDEXG,FedEx Ground,2LA,Jefferson,GA,DO NOT CHARGE FREIGHT
493936,43837,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,60.42,0,UPSG,UPS Ground,2LA,Newport,OR,UPS ACCT#Y36935 IF THERE IS NO SHIPPING LABEL
493937,43838,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,1516,0,DELIVERY,Delivery,1PW,Maspeth,NY,
493938,43838,TWIN BROTHERS ELECTRIC SUPPLY,TWINBR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,1133.95,0,DELIVERY,Delivery,1PW,Astoria,NY,
493939,43838,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,130.98,0,DELIVERY,Delivery,1PW,Floral Park,NY,
493940,43838,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,315,0,DELIVERY,Delivery,1PW,Woodside,NY,
493941,43838,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,3540,0,DELIVERY,Delivery,1PW,Long Island City,NY,
493942,43838,GREENVALE ELECTRIC SUPPLY,GREEGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,1295.97,0,DELIVERY,Delivery,1PW,Plainview,NY,
493943,43838,JPR GROUP INC,JPR,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,5,254.6,0,DELIVERY,Delivery,1PW,New York,NY,
493944,43838,NORTHSTAR FURNITURE CORP,MAXSNEW,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,1,72.95,0,DELIVERY,Delivery,1PW,New York,NY,
493945,43838,GRAYBAR - ORLANDO,GRAYORL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CSNA,Verenis Cervantes,1,44.85,0,UPSG,UPS Ground,1PW,Orlando,FL,SHIP VIA UPS ACCOUNT # 6885Y3
493946,43838,LUMINOSITY LIGHTING ASSOC,LUMIRIC,REP,CURRENT REP,SGRO,Verenis Cervantes,5,2066.93,43.16,FEDEXG,FedEx Ground,1PW,Lancaster,PA,
493947,43838,HUNZICKER BROTHERS INC,HUNBRI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,65,11.73,FEDEXG,FedEx Ground,1PW,Leesburg,VA,
493948,43838,GOSCH SUPPLY & LIGHTING CENTRE,GOSCFUL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HOWL,Verenis Cervantes,1,34.75,10.58,FEDEXG,FedEx Ground,1PW,Fulton,NY,
493949,43838,"LYTE-TRONICS, LLC",GATEFEN,REP,CURRENT REP,JSES,Veronica Garcia,1,42.95,11.58,FEDEXG,FedEx Ground,1PW,Fenton,MO,
493950,43838,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,44.78,0,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,USE FED/X 124454549
493951,43838,WOLFERS LIGHTING INC,WOLFALL,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,ESSL,Verenis Cervantes,6,398,38.46,FEDEXG,FedEx Ground,1PW,Waltham,MA,
493952,43838,SEE'S CANDIES,SEESSAN,RETL,RETAILER - NOT DEPT STORE OR HOME CENTER,FALV,Dee Erdei,2,4351.5,257.51,FEDEXPO,FedEx Priority Overnight,1PW,Jurupa Valley,CA,
493953,43838,AMPERAGE ELECTRICAL SUPPLY,AMPEROS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,VERT,Gabriel O'Reilly,1,0,0,FEDEXG,FedEx Ground,1PW,Roselle,IL,DO NOT CHARGE FREIGHT
493954,43838,WOLFERS LIGHTING INC,WOLFALL,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,ESSL,Verenis Cervantes,3,118.65,27.97,FEDEXG,FedEx Ground,1PW,Waltham,MA,
493955,43838,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,8,374.5,38.46,FEDEXG,FedEx Ground,1PW,Beltsville,MD,
493956,43838,H & H PRESCOTT LIGHTING,HHPRBIR,REP,CURRENT REP,SGRO,Verenis Cervantes,5,729.69,60.97,FEDEXG,FedEx Ground,1PW,Highlands,NC,
493957,43838,SUBURBAN WHOLESALE LIGHTING,SURBPAO,DESI,DESIGNER/INTERIOR DECORATOR,LMLA,Gabriel O'Reilly,1,0,0,FEDEXG,FedEx Ground,1PW,Paoli,PA,DO NOT CHARGE FREIGHT
493958,43838,CS ILLUMINATION,CSILENC,DESI,DESIGNER/INTERIOR DECORATOR,FALV,Dee Erdei,3,150.68,0,UPSG,UPS Ground,1PW,VISTA,CA,UPS ACCT # X2041R
493968,43838,CED - DES MOINES,CONSDMO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LGSO,Veronica Garcia,1,539,153.95,FEDEXG,FedEx Ground,1PW,Des Moines,IA,
493969,43838,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,FEDEXG,FedEx Ground,1PW,Santa Barbara,CA,USE FED/X 124454549
493970,43838,INTERNATIONAL LINEAR MATRIX,INTLMA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CHES,Verenis Cervantes,5,2018.28,15.5,FEDEXG,FedEx Ground,1PW,Largo,FL,
493971,43838,DOMINION ELECTRIC SUPPLY-ESSEX,DOMIESS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,4,2288.82,16.65,FEDEXG,FedEx Ground,1PW,Lutherville Timonium,MD,
493972,43838,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,2,79,0,PICKUP,Pick Up,1PW,New York,NY,
