Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type Description,Rep,CSR,Qty of Items P/Invoice, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Int'l,Freight Comment,QUESTIONS FOR CSR
492883,43809,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,3,249.81,20.62,FEDEXG,FedEx Ground,1PW,Potomac,MD,,,
492981,43810,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSLA,Verenis Cervantes,1,55,0,FEDEXG,FedEx Ground,2LA,Brea,CA,,,
493024,43811,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,FALV,Verenis Cervantes,7,650.19,20.86,FEDEXG,FedEx Ground,1PW,Portland,OR,,,
476791,43482,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,1,548.95,242.01,FEDEXIE,FedEx International Economy,1PW,Guangdong,,Intl,,
476110,43469,BAYNES ELECTRIC- W.BRIDGEWATER,BAYNBRO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,2712,195,TRUCK,TRUCKING,1PW,West Bridgewater,MA,,,
493515,43823,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,2,168.98,20.09,FEDEXG,FedEx Ground,2LA,Punta Gorda,FL,,,
476112,43469,NTENSION,NTENHER,MISC,ACCOUNT WITH NO CLASSIFICATION,IRAM,Dee Erdei,5,2220.73,0,FEDEXPO,FedEx Priority Overnight,1PW,Hermon,ME,,FEDEX # 3901-2682-4,
476113,43469,ILLUMINATIONS (LIGHTING ONE),ILLUMIN,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,NYCS,Edwin Ma,2,71.8,0,UPSG,UPS Ground,1PW,Rockville Centre,NY,,USE UPS ACCT# 87X577,
476114,43469,NEDCO SUPPLY,NEDCO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,RASL,Veronica Garcia,4,412,0,UPSG,UPS Ground,1PW,Las Vegas,NV,,USE UPS ACCT#796143,
476115,43469,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,2,35.37,0,UPSG,UPS Ground,1PW,Bend,OR,,USE UPS ACCT#T3301T,
476998,43487,1-800-MY LAMPS/LIGHTS STAR,MYLSLAN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,30.88,25.61,FEDEXG,FedEx Ground,1PW,Wichita,KS,,,
485943,43664,1-800-MY LAMPS/LIGHTS STAR,MYLSLAN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,4,273.6,31.13,FEDEXG,FedEx Ground,1PW,Beulah,MI,,,
491664,43782,1-800-MY LAMPS/LIGHTS STAR,MYLSLAN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,0,0,FEDEXG,FedEx Ground,2LA,Los Angeles,CA,,"DO NOT CHARGE FREIGHT                             
",
479472,43531,"1-877 ABE BULB CO., INC.",ABEBBRO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,759,127.79,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,,,
491221,43774,4 U LIGHTING & DESIGN,ULIGNMI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LNUP,Verenis Cervantes,1,895,133.86,FEDEXG,FedEx Ground,1PW,North Miami Beach,FL,,,
476121,43469,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,71,0,FEDEXG,FedEx Ground,1PW,Herndon,VA,,USE FEDEX #312721961,
491257,43773,4 U LIGHTING & DESIGN,ULIGNMI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LNUP,Verenis Cervantes,1,130,0,FEDEXG,FedEx Ground,2LA,North Miami Beach,FL,,,
491506,43780,4 U LIGHTING & DESIGN,ULIGNMI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LNUP,Verenis Cervantes,1,322.2,45.06,FEDEXG,FedEx Ground,1PW,North Miami Beach,FL,,,
476124,43469,INDEPENDENT ELEC-SAN FRANCISCO,INDEP2,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,1,116,39.87,FEDEX2,FedEx 2Day,2LA,San Francisco,CA,,,
476125,43469,"WESCO DISTRIBUTION, INC",WESCDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,160,0,UPSG,UPS Ground,2LA,West Des Moines,IA,,USE UPS# 753637,
488151,43711,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,118.5,0,FEDEXG,FedEx Ground,2LA,New York,NY,,"DO NOT CHARGE FREIGHT                             
",
476129,43469,CES - AUSTIN NORTH,CESAUST,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,420,119.31,FEDEXFO,FedEx First Overnight,2LA,Austin,TX,,,
489235,43732,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,118.5,16.2,FEDEXG,FedEx Ground,2LA,New York,NY,,,
476131,43469,CRESCENT ELECTRIC - PORTLAND,CRESPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,1,3904,265,LA-TRUCKING,LA Trucking,2LA,Portland,OR,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CHARGES   
MAYBE DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
476132,43472,AURA ELECTRIC SUPPLY,AURA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,3,2210,0,DELIVERY,Delivery,1PW,Brooklyn,NY,,,
476133,43472,TWIN BROTHERS ELECTRIC SUPPLY,TWINBR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,408,0,DELIVERY,Delivery,1PW,Astoria,NY,,,
476134,43472,ONLY WHOLESALE LIGHTING,ONLYCPO,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,AYIN,Edwin Ma,5,260.25,0,DELIVERY,Delivery,1PW,College Point,NY,,,
476135,43472,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,657,0,DELIVERY,Delivery,1PW,Long Island City,NY,,,
476136,43472,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,2312.64,0,DELIVERY,Delivery,1PW,Long Island City,NY,,,
476137,43472,BAYRIDGE ELECTRIC CORP.,SIX8ELE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,612,0,DELIVERY,Delivery,1PW,Brooklyn,NY,,,
476138,43472,BAYRIDGE ELECTRIC CORP.,SIX8ELE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,408,0,DELIVERY,Delivery,1PW,Brooklyn,NY,,,
476139,43472,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,196,0,DELIVERY,Delivery,1PW,New York,NY,,,
476140,43472,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,5,650.8,0,DELIVERY,Delivery,1PW,New York,NY,,,
476141,43472,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,2,3016,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
485874,43663,AAI ACQUISITION - AUBURN,AAIAAUB,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MOXI,Verenis Cervantes,2,251.1,15.78,FEDEXG,FedEx Ground,1PW,Auburn,NY,,,
492056,43790,ABD ELECT,ABD,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,7,1571.2,39.73,FEDEXG,FedEx Ground,1PW,Woodbridge,NJ,,,
476146,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,57.51,0,UPSG,UPS Ground,1PW,Rogers,AR,,USE UPS ACCT#T3301T,
476147,43472,"GLOBAL DESIGN SOLUTIONS, INC",GLOBMIA,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,1,1134,59.06,FEDEXSO,FedEx Standard Overnight,1PW,New Philadelphia,OH,,,
489941,43746,ABSOLUTE EXHIBITS,ABSOTUS,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FALV,Dee Erdei,4,7.10543E-15,0,FEDEXG,FedEx Ground,1PW,Las Vegas,NV,,"DO NOT CHARGE FREIGHT                             
",
476638,43480,AC ELECTRICAL SUPPLIES,ACELEC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,12,366.15,35.34,FEDEXG,FedEx Ground,1PW,Smithtown,NY,,,
476150,43472,ENERGY & LIGHTING SYSTEMS,ENERBRO,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,6,737,0,PICKUP,Pick Up,1PW,Brooklyn,NY,,,
477111,43488,AC ELECTRICAL SUPPLIES,ACELEC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,641.65,39.58,FEDEXG,FedEx Ground,1PW,Smithtown,NY,,,
485408,43654,AC ELECTRICAL SUPPLIES,ACELEC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,7,3651.4,151.63,FEDEXG,FedEx Ground,1PW,Smithtown,NY,,,
476153,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,267.3,0,UPSG,UPS Ground,1PW,Bala Cynwyd,PA,,USE UPS ACCT#T3301T,
476154,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,43.92,0,UPSG,UPS Ground,1PW,Simi Valley,CA,,USE UPS ACCT#T3301T,
479044,43524,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,15,4990.55,82.21,FEDEXG,FedEx Ground,1PW,Louisville,KY,,,
479776,43537,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,3,157,0,FEDEXG,FedEx Ground,1PW,Louisville,KY,,"DO NOT CHARGE FREIGHT                             
",
480711,43552,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,1,14,11.1,FEDEXG,FedEx Ground,1PW,Louisville,KY,,,
476158,43472,LIGHT BULBS UNLIMITED,LIGHCOR,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,INAL,Verenis Cervantes,2,52.9,0,UPSG,UPS Ground,1PW,Coral Springs,FL,,PLEASE USE OUR UPS ACC #345E83,
481015,43559,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,2,73.95,11.1,FEDEXG,FedEx Ground,1PW,Louisville,KY,,,
481819,43577,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,1,1600,14.76,FEDEXG,FedEx Ground,1PW,Louisville,KY,,,
484079,43623,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,1,0,0,FEDEXG,FedEx Ground,2LA,Louisville,KY,,"DO NOT CHARGE FREIGHT                             
",
492095,43791,ACCUSERV LIGHTING & EQUIPMENT,ACCULOU,DEST,DESIGN STUDIO,ENLS,Karine Adrien,3,53.9,13.94,FEDEXG,FedEx Ground,1PW,Louisville,KY,,,
476163,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,8.33,0,UPSG,UPS Ground,1PW,Pueblo,CO,,USE UPS ACCT#T3301T,
486343,43675,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,4,495.28,27,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476165,43472,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,118.71,0,UPSG,UPS Ground,2LA,Kill Devil Hills,NC,,SHIP VIA UPS ACCT # Y36935,
487247,43692,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,5,1471.66,10.95,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476167,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,30.96,0,UPSG,UPS Ground,1PW,Plantsville,CT,,USE UPS ACCT#T3301T,
487456,43696,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,6,1162.36,10.95,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476169,43472,CRESCENT ELECTRIC - PORTLAND,CRESPOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,1,1299.6,221.66,FEDEXSO,FedEx Standard Overnight,1PW,Tigard,OR,,,
487647,43699,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,1,53.68,10.03,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
487928,43705,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,10,2943.43,42.65,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476172,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,2,26.91,0,UPSG,UPS Ground,1PW,Bend,OR,,USE UPS ACCT#T3301T,
487935,43705,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,3,534.72,10,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476174,43472,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,28.31,0,UPSG,UPS Ground,1PW,Pittsburgh,PA,,SHIP VIA UPS ACCOUNT # A79R63,
476175,43472,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,3,213.4,0,UPSG,UPS Ground,1PW,Carlstadt,NJ,,USE UPS# 535W4E,
488226,43713,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,3,2271.1,25.75,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
489613,43740,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,1,1565.2,10.95,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
490363,43754,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,4,4291.38,14.27,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476183,43472,BRODWAX LIGHTING,BDWLTG,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Verenis Cervantes,3,298.36,0,UPS2,UPS 2nd Day Air,1PW,Jupiter,FL,,SHIP VIA UPS ACCT# 5X6-190,
476184,43472,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,38.95,0,UPSG,UPS Ground,1PW,Palm Harbor,FL,,SHIP VIA UPS ACCT # Y36935,
490547,43760,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HSNY,Gabriel O'Reilly,3,788.28,10.95,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476186,43472,CITY LIGHTING PROD - ST LOUIS,CITYLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,GATE,Veronica Garcia,4,9310,266.9,FEDEXG,FedEx Ground,1PW,Saint Louis,MO,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CHARGES   
MAYBE DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
492224,43795,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,4,473.31,10.95,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
492226,43795,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,6,986.36,11.6,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476189,43472,"GLOBAL DESIGN SOLUTIONS, INC",GLOBMIA,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,1,355.5,133.31,FEDEXSO,FedEx Standard Overnight,2LA,New Philadelphia,OH,,,
492337,43796,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,3,1017.9,10.95,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
493554,43826,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,3,266.48,10.03,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476192,43472,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,2,667,0,UPS2,UPS 2nd Day Air,1PW,Philadelphia,PA,,UPS account # V9E712,
476193,43472,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,2700,0,UPSG,UPS Ground,1PW,Belleville,NJ,,USE UPS ACCT# Y3Y739,
476194,43472,JESCO LIGHTING GROUP,DALLAS,JESC,JESCO HOUSE ACCOUNT,HSLA,Maria Hernandez,2,0,0,UPSG,UPS Ground,2LA,Dallas,TX,,"DO NOT CHARGE FREIGHT                             
",
493619,43829,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,1,49.46,9.12,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
493621,43829,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,1,440.3,12.93,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
493623,43829,ACER EXHIBITS & EVENTS,ACERHDG,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FFDI,Gabriel O'Reilly,1,148.37,9.12,FEDEXG,FedEx Ground,1PW,Havre De Grace,MD,,,
476199,43472,OVERSTOCK.COM,OVERSLC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,67.13,0,UPSG,UPS Ground,1PW,Vernon Hills,IL,,,
476200,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,35.1,0,UPSG,UPS Ground,2LA,Oakland,MI,,USE UPS ACCT#T3301T,
476201,43472,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,17.1,0,UPSG,UPS Ground,2LA,Belmont,MI,,USE UPS ACCT#T3301T,
476202,43472,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,8.5,0,FEDEXG,FedEx Ground,2LA,Tulsa,OK,,USE FEDEX #312721961,
478975,43523,"ACHIEVA, INC.",ACHIMOC,FURN,FURNITURE STORE,CHES,Manny Estevez,10,2281.25,50.58,FEDEXG,FedEx Ground,1PW,Mocksville,NC,,,
492585,43803,"ACHIEVA, INC.",ACHIMOC,FURN,FURNITURE STORE,CHES,Manny Estevez,14,4029.45,106.26,FEDEXG,FedEx Ground,1PW,Mocksville,NC,,,
476205,43472,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,33.6,0,UPSG,UPS Ground,2LA,American Falls,ID,,SHIP VIA UPS ACCT # Y36935,
476206,43472,OVERSTOCK.COM,OVERSLC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,67.13,0,UPSG,UPS Ground,2LA,Olympia,WA,,SHIP VIA UPS ACCOUNT #4F4030,
480489,43550,"ACT., INC",ACTNICH,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,3,848.5,31.21,FEDEXG,FedEx Ground,1PW,Nicholasville,KY,,,
480597,43551,"ACT., INC",ACTNICH,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,2,0,0,FEDEXG,FedEx Ground,1PW,National City,CA,,"DO NOT CHARGE FREIGHT                             
",
483592,43615,"ACT., INC",ACTNICH,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,0,0,FEDEXG,FedEx Ground,1PW,Nicholasville,KY,,"DO NOT CHARGE FREIGHT                             
",
484211,43627,"ACT., INC",ACTNICH,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,0,0,FEDEXG,FedEx Ground,1PW,Nicholasville,KY,,"DO NOT CHARGE FREIGHT                             
",
476211,43472,CITY LIGHTING PROD - ST LOUIS,CITYLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,GATE,Veronica Garcia,1,468,22.04,FEDEXG,FedEx Ground,2LA,Saint Louis,MO,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CHARGES   
MAYBE DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
476212,43473,RICHARD KURTZ,RICHARD,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,2,0,0,PICKUP,Pick Up,1PW,Port Washington,NY,,,
476214,43473,AC ELECTRICAL SUPPLIES,ACELEC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,4,688.8,0,PICKUP,Pick Up,1PW,Smithtown,NY,,,
476215,43473,JPR GROUP INC,JPR,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,5,16523.6,0,DELIVERY,Delivery,1PW,Staten Island,NY,,,
476216,43473,TURTLE & HUGHES - LINDEN,TURTLE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,9,27837,0,DELIVERY,Delivery,1PW,Union,NJ,,,
476217,43473,"NEW BULBS WORLD, INC.",BULBSWI,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,AYIN,Edwin Ma,1,126,0,DELIVERY,Delivery,1PW,New York,NY,,,
476218,43473,INT'L ELECTRICAL SUPPLIES CORP,INTERN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,104,0,DELIVERY,Delivery,1PW,New York,NY,,,
476219,43473,EIGHTH AVENUE LIGHTING,EIGHTH,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,2,228,0,DELIVERY,Delivery,1PW,New York,NY,,,
476220,43473,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,489.94,0,DELIVERY,Delivery,1PW,Long Island City,NY,,,
476221,43473,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,3,39.88,0,DELIVERY,Delivery,1PW,Maspeth,NY,,,
476222,43473,NEW GENERATION,NEWGEN,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,148.18,0,DELIVERY,Delivery,1PW,New York,NY,,,
476223,43473,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,2,378,0,DELIVERY,Delivery,1PW,New York,NY,,,
476224,43473,"TIMES LIGHTING, INC.",TIMENYO,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,5,104.32,0,DELIVERY,Delivery,1PW,New York,NY,,,
476225,43473,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,9.88,0,USPSPP,USPS Parcel Post,1PW,New York,NY,,,
476227,43473,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Veronica Garcia,1,20.7,0,UPSG,UPS Ground,2LA,Terre Haute,IN,,USE UPS ACCT#T3301T,
476228,43473,NYCS,NYCS,REP,CURRENT REP,REP,Edwin Ma,1,0,0,PICKUP,Pick Up,1PW,Port Washington,NY,,,
489529,43739,"ACT., INC",ACTNICH,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,2985,184.17,FEDEXG,FedEx Ground,1PW,Nicholasville,KY,,,
476230,43473,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGUT,Karine Adrien,1,53.7,0,UPSG,UPS Ground,2LA,Castle Rock,CO,,SHIP VIA UPS ACCT # Y36935,
